time,sn_day_avg,sn_day_max,sn_day_min,sm_day_avg,sm_day_max,sm_day_min,sx_day_avg,sx_day_max,sx_day_min,dn_day_avg,dn_day_max,dn_day_min,dm_day_avg,dm_day_max,dm_day_min,dx_day_avg,dx_day_max,dx_day_min,ta_day_avg,ta_day_max,ta_day_min,pa_day_avg,pa_day_max,pa_day_min,tp_day_avg,tp_day_max,tp_day_min,ua_day_avg,ua_day_max,ua_day_min,rc_day_avg,rc_day_max,rc_day_min,rd_day_avg,rd_day_max,rd_day_min,ri_day_avg,ri_day_max,ri_day_min,rp_day_avg,rp_day_max,rp_day_min,
2016-03-01 00:00:00+01,0.95,4.40,0.00,2.65,6.40,0.50,4.33,9.70,1.10,218.33,359.00,0.00,190.50,359.00,0.00,176.33,359.00,0.00,2.49,4.90,0.00,982.98,985.30,981.20,3.31,5.00,1.30,81.60,85.70,78.40,4.54,5.88,0.00,19476.88,26130.00,0.00,0.23,2.90,0.00,2.95,4.30,0.00,
2016-03-02 00:00:00+01,0.74,3.90,0.00,1.96,6.50,0.10,3.06,9.70,0.30,186.12,358.00,1.00,226.08,357.00,1.00,236.38,359.00,0.00,3.59,8.20,-0.40,980.14,984.40,975.80,4.47,8.90,1.10,65.65,80.60,46.30,0.25,5.88,0.00,1125.67,26130.00,0.00,0.00,0.00,0.00,0.14,3.30,0.00,
2016-03-03 00:00:00+01,0.53,2.90,0.00,1.59,4.30,0.20,2.64,5.80,0.60,161.92,359.00,0.00,60.17,358.00,3.00,116.04,287.00,20.00,5.70,8.20,4.20,975.20,976.00,974.30,6.04,8.90,4.50,65.53,74.40,58.30,0.12,0.19,0.00,1329.96,2020.00,0.00,0.01,0.80,0.00,0.54,0.80,0.00,
2016-03-04 00:00:00+01,0.45,2.20,0.00,1.27,3.30,0.20,2.09,5.10,0.50,177.62,359.00,0.00,141.21,359.00,0.00,139.00,359.00,0.00,5.31,7.00,4.10,977.63,978.70,975.60,5.67,7.50,4.50,66.97,73.60,56.90,0.01,0.19,0.00,85.58,2020.00,0.00,0.00,0.00,0.00,0.03,0.80,0.00,
2016-03-05 00:00:00+01,0.52,2.80,0.00,1.68,4.10,0.10,2.88,6.50,0.40,144.46,359.00,0.00,99.83,359.00,15.00,158.67,356.00,3.00,5.78,11.20,1.00,975.19,977.70,973.30,6.37,11.60,2.40,63.97,81.10,37.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-03-06 00:00:00+01,0.68,4.10,0.00,2.06,6.50,0.10,3.40,11.90,0.30,169.46,359.00,0.00,186.17,358.00,1.00,203.38,359.00,0.00,8.09,12.50,3.70,973.62,977.80,971.00,8.33,12.90,4.30,56.01,73.00,41.20,0.00,0.01,0.00,13.67,40.00,0.00,0.00,0.40,0.00,0.24,0.70,0.00,
2016-03-07 00:00:00+01,0.56,2.70,0.00,1.62,4.00,0.10,2.65,6.00,0.30,188.00,359.00,0.00,90.83,359.00,0.00,118.58,359.00,0.00,5.24,7.60,2.00,977.44,978.50,976.40,5.65,7.90,3.10,73.11,77.10,68.10,0.13,0.25,0.00,1306.50,2550.00,0.00,0.01,0.90,0.00,0.52,0.90,0.00,
2016-03-08 00:00:00+01,0.39,2.30,0.00,1.13,3.00,0.10,1.89,4.70,0.40,215.04,359.00,0.00,217.96,359.00,0.00,154.04,359.00,0.00,6.40,8.90,4.40,983.22,988.40,978.20,6.73,9.80,4.60,66.68,78.90,53.10,0.02,0.25,0.00,305.46,2550.00,0.00,0.01,0.60,0.00,0.12,0.90,0.00,
2016-03-09 00:00:00+01,0.49,3.20,0.00,1.70,5.60,0.10,2.97,10.70,0.20,173.96,359.00,0.00,151.96,356.00,1.00,174.92,359.00,0.00,5.79,8.50,3.50,988.00,989.40,986.60,6.06,9.00,4.00,72.85,82.10,59.80,0.01,0.16,0.00,82.17,1940.00,0.00,0.00,0.00,0.00,0.03,0.80,0.00,
2016-03-10 00:00:00+01,0.77,4.10,0.00,2.24,9.10,0.30,4.00,16.30,0.60,224.71,359.00,0.00,61.21,359.00,0.00,106.42,259.00,16.00,5.09,5.90,4.70,989.29,992.00,986.60,5.24,5.90,4.80,80.16,83.70,70.80,0.03,0.07,0.00,328.71,770.00,0.00,0.00,0.60,0.00,0.30,0.70,0.00,
2016-03-11 00:00:00+01,1.05,4.60,0.00,2.82,6.30,0.20,4.66,17.10,0.50,265.38,359.00,0.00,189.54,359.00,0.00,70.08,359.00,0.00,6.01,8.10,4.80,993.99,996.40,991.80,6.17,8.40,5.00,81.54,84.40,73.70,0.00,0.07,0.00,40.75,770.00,0.00,0.00,0.30,0.00,0.05,0.70,0.00,
2016-03-12 00:00:00+01,1.13,5.70,0.00,2.60,8.80,0.50,4.11,13.80,1.20,302.08,359.00,0.00,153.33,359.00,0.00,54.25,359.00,0.00,5.37,5.80,5.00,998.24,1000.70,996.20,5.49,6.00,5.10,81.63,84.00,77.90,0.11,0.19,0.00,878.88,1250.00,0.00,0.01,2.10,0.00,1.50,2.10,0.00,
2016-03-13 00:00:00+01,1.06,4.30,0.00,2.67,11.30,0.20,4.31,24.30,0.60,233.21,359.00,0.00,80.08,359.00,0.00,80.08,359.00,0.00,4.11,5.40,3.10,1002.78,1004.90,1000.40,4.56,5.70,3.80,73.41,84.40,59.00,0.21,0.27,0.00,1750.83,2260.00,0.00,0.01,1.10,0.00,1.19,2.10,0.00,
2016-03-14 00:00:00+01,0.50,3.20,0.00,1.51,5.00,0.10,2.56,8.20,0.40,236.12,359.00,0.00,197.17,359.00,0.00,128.54,359.00,0.00,4.17,7.70,0.10,1001.39,1004.80,994.30,5.09,8.80,2.00,55.26,71.60,41.10,0.01,0.27,0.00,95.75,2260.00,0.00,0.00,0.00,0.00,0.05,1.30,0.00,
2016-03-15 00:00:00+01,0.84,11.30,0.00,2.76,14.60,0.30,4.82,27.40,0.70,208.71,359.00,0.00,124.12,359.00,0.00,134.00,359.00,0.00,1.70,3.80,0.60,993.93,999.00,990.80,2.86,4.30,2.00,75.48,82.10,59.20,0.00,0.01,0.00,113.21,290.00,0.00,0.00,0.10,0.00,0.04,0.10,0.00,
2016-03-16 00:00:00+01,0.54,3.40,0.00,1.93,6.10,0.20,3.40,9.10,0.30,191.08,359.00,0.00,111.79,358.00,1.00,150.75,359.00,0.00,2.98,7.80,-0.50,1003.52,1005.20,999.10,4.22,8.90,1.30,58.22,74.50,42.40,0.00,0.01,0.00,12.29,290.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,
2016-03-17 00:00:00+01,0.61,4.20,0.00,1.64,6.80,0.10,2.59,8.10,0.20,216.17,349.00,1.00,259.08,352.00,5.00,235.92,359.00,0.00,4.07,10.90,-2.00,999.50,1004.40,994.00,5.24,11.40,0.40,59.83,81.50,35.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-03-18 00:00:00+01,0.83,4.70,0.00,2.66,8.60,0.10,4.48,13.40,0.30,219.08,358.00,2.00,259.75,359.00,0.00,214.00,359.00,0.00,5.91,12.10,0.40,987.94,993.80,984.00,6.64,12.70,2.20,56.64,72.80,33.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-03-19 00:00:00+01,0.66,3.80,0.00,1.91,5.70,0.20,3.21,8.90,0.50,232.04,359.00,0.00,202.12,359.00,0.00,145.54,359.00,0.00,2.56,6.10,-0.30,990.64,992.50,987.80,3.71,7.20,1.60,42.89,71.40,28.60,1.38,1.45,0.00,647.00,680.00,0.00,0.06,28.50,0.00,28.66,30.00,0.00,
2016-03-20 00:00:00+01,0.87,4.60,0.00,2.58,7.60,0.10,4.13,10.00,0.40,201.08,351.00,2.00,252.96,354.00,0.00,257.42,359.00,0.00,3.95,6.20,0.80,986.95,989.60,985.50,4.55,6.60,2.40,54.92,61.80,44.00,0.07,1.45,0.00,56.12,680.00,0.00,0.00,0.40,0.00,1.54,30.00,0.00,
2016-03-21 00:00:00+01,0.79,5.00,0.00,2.52,7.50,0.30,4.18,11.00,0.70,206.17,340.00,93.00,262.96,348.00,0.00,241.29,359.00,0.00,5.66,7.80,4.00,984.75,985.90,982.50,5.93,8.40,4.40,59.24,69.80,48.40,0.20,0.50,0.00,680.50,1180.00,0.00,0.02,13.30,0.00,6.33,16.80,0.00,
2016-03-22 00:00:00+01,0.92,4.90,0.00,2.97,6.90,0.20,4.94,12.70,0.50,210.58,336.00,90.00,265.58,355.00,187.00,244.88,359.00,0.00,5.45,7.50,3.60,981.06,982.20,980.00,5.77,8.00,4.10,66.04,79.00,52.90,0.29,0.50,0.00,2545.42,3330.00,0.00,0.01,1.80,0.00,2.16,16.80,0.00,
2016-03-23 00:00:00+01,0.44,2.90,0.00,1.38,4.40,0.10,2.34,6.70,0.30,172.58,359.00,0.00,123.04,359.00,1.00,144.08,359.00,2.00,4.55,6.50,1.40,980.29,981.90,978.60,5.04,7.50,2.70,66.27,80.90,49.80,0.66,0.88,0.00,3491.38,4650.00,0.00,0.03,2.50,0.00,2.29,2.90,0.00,
2016-03-24 00:00:00+01,0.72,4.70,0.00,1.89,6.60,0.20,3.10,9.70,0.40,236.08,359.00,0.00,117.75,359.00,0.00,95.88,359.00,0.00,3.55,8.20,-0.10,983.30,987.70,978.80,4.67,9.10,1.80,47.48,64.00,29.70,0.04,0.88,0.00,197.00,4650.00,0.00,0.00,0.00,0.00,0.12,2.90,0.00,
2016-03-25 00:00:00+01,0.39,2.30,0.00,1.10,4.00,0.10,1.78,7.00,0.20,192.71,358.00,3.00,240.42,359.00,2.00,230.29,359.00,0.00,5.40,9.30,0.10,986.87,988.00,985.20,6.23,10.20,1.80,53.03,71.30,34.80,0.00,0.01,0.00,36.54,380.00,0.00,0.00,0.10,0.00,0.02,0.20,0.00,
2016-03-26 00:00:00+01,0.49,3.60,0.00,1.41,6.70,0.10,2.30,10.60,0.20,197.96,358.00,2.00,234.38,358.00,0.00,222.08,359.00,0.00,6.35,7.70,5.00,989.16,991.40,986.90,6.49,8.10,5.10,73.08,78.60,64.40,0.70,1.69,0.00,1010.42,2440.00,0.00,0.07,50.00,0.00,24.29,57.80,0.00,
2016-03-27 00:00:00+01,0.41,2.60,0.00,1.42,5.30,0.10,2.52,7.30,0.30,154.40,359.00,0.00,112.95,359.00,1.00,162.40,356.00,0.00,7.18,11.80,4.00,989.28,991.50,987.30,7.45,12.80,4.50,62.31,80.60,38.40,0.09,1.69,0.00,124.05,2440.00,0.00,0.00,0.00,0.00,2.94,57.80,0.00,
2016-03-28 01:00:00+02,0.35,2.50,0.00,1.03,4.60,0.10,1.70,6.20,0.20,182.83,357.00,1.00,223.38,358.00,0.00,221.17,359.00,0.00,8.81,15.70,0.80,984.62,987.60,981.40,9.65,17.10,2.40,48.71,75.20,25.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-03-29 01:00:00+02,0.92,7.20,0.00,2.96,11.00,0.10,4.89,16.10,0.20,214.67,359.00,2.00,250.46,359.00,1.00,233.12,359.00,0.00,10.26,15.60,5.30,982.29,986.60,980.00,10.48,16.20,5.40,46.44,72.90,26.00,0.11,0.17,0.00,350.42,590.00,0.00,0.01,2.10,0.00,1.97,2.70,0.00,
2016-03-30 01:00:00+02,0.62,4.10,0.00,1.93,8.00,0.10,3.18,11.60,0.20,202.33,359.00,0.00,238.50,359.00,0.00,221.88,359.00,0.00,10.73,16.90,3.40,986.61,987.80,985.30,11.10,17.50,4.10,51.30,78.20,26.80,0.01,0.17,0.00,113.88,590.00,0.00,0.00,0.60,0.00,0.17,2.70,0.00,
2016-03-31 01:00:00+02,0.45,2.70,0.00,1.49,4.60,0.10,2.58,7.00,0.30,192.92,359.00,0.00,170.75,359.00,0.00,163.92,359.00,0.00,12.35,17.90,8.40,985.82,987.80,982.60,12.79,19.00,8.40,64.28,84.70,39.40,0.27,0.29,0.01,882.88,920.00,50.00,0.01,4.90,0.00,5.68,5.90,0.70,
2016-04-01 01:00:00+02,0.71,3.80,0.00,2.13,6.40,0.30,3.53,9.30,0.90,234.62,359.00,0.00,224.25,359.00,0.00,156.54,359.00,0.00,6.36,9.10,3.20,988.86,997.80,980.90,6.60,9.20,3.80,71.14,83.80,59.00,0.04,0.29,0.00,421.17,920.00,0.00,0.00,0.30,0.00,0.38,5.90,0.00,
2016-04-02 01:00:00+02,0.47,3.20,0.00,1.65,5.80,0.10,2.90,10.60,0.40,171.88,359.00,0.00,147.83,359.00,0.00,170.79,358.00,0.00,6.75,12.80,0.00,998.68,1001.30,995.90,7.68,13.70,1.60,49.68,79.50,24.40,0.00,0.06,0.00,44.71,890.00,0.00,0.00,0.00,0.00,0.01,0.30,0.00,
2016-04-03 01:00:00+02,0.42,4.00,0.00,1.31,4.80,0.10,2.23,7.30,0.40,214.17,359.00,0.00,116.33,359.00,0.00,123.79,359.00,0.00,11.16,19.70,2.20,991.07,995.90,987.00,11.82,20.60,3.30,40.90,60.90,24.60,0.00,0.00,0.00,0.42,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-04-04 01:00:00+02,0.47,4.00,0.00,1.46,5.60,0.10,2.54,8.10,0.30,199.12,359.00,0.00,142.17,359.00,0.00,152.62,359.00,0.00,15.80,24.70,6.60,982.96,987.00,979.60,16.22,25.60,6.60,44.04,64.30,23.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-04-05 01:00:00+02,0.35,2.20,0.00,0.89,3.60,0.10,1.46,5.30,0.30,187.71,359.00,0.00,209.29,359.00,0.00,203.62,359.00,0.00,18.48,26.90,8.70,980.09,981.20,978.80,19.21,28.20,8.60,43.07,75.30,16.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-04-06 01:00:00+02,0.55,4.10,0.00,1.63,5.40,0.10,2.69,8.40,0.30,228.75,353.00,0.00,273.38,358.00,0.00,210.04,359.00,0.00,13.85,18.00,8.80,983.25,985.50,979.50,14.13,19.10,8.70,59.65,75.00,47.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-04-07 01:00:00+02,0.35,3.10,0.00,1.11,4.30,0.10,1.90,7.30,0.30,210.83,357.00,1.00,243.29,359.00,0.00,184.96,359.00,0.00,13.03,20.80,6.30,984.68,985.90,983.10,13.57,22.20,6.20,59.74,82.50,32.20,0.15,2.31,0.00,376.88,3620.00,0.00,0.10,16.40,0.00,2.23,16.50,0.00,
2016-04-08 01:00:00+02,0.62,3.70,0.00,1.59,5.00,0.10,2.56,6.90,0.30,237.25,359.00,0.00,144.54,359.00,0.00,103.12,359.00,0.00,10.24,11.60,7.70,982.44,984.50,979.60,10.42,12.00,7.90,73.80,84.00,59.90,0.33,2.71,0.00,861.04,4330.00,0.00,0.05,6.80,0.00,5.42,16.50,0.00,
2016-04-09 01:00:00+02,0.39,2.40,0.00,1.20,3.70,0.20,2.01,6.20,0.40,260.00,359.00,0.00,243.54,359.00,0.00,112.79,359.00,0.00,7.81,8.40,7.20,978.47,979.60,977.70,7.91,8.50,7.30,80.67,85.40,74.10,1.85,2.61,0.00,6162.54,10210.00,0.00,0.10,7.60,0.00,6.91,7.70,0.00,
2016-04-10 01:00:00+02,0.65,2.80,0.00,1.87,4.80,0.20,3.13,9.90,0.50,236.62,352.00,2.00,281.29,359.00,0.00,196.83,359.00,0.00,7.28,8.20,6.60,982.91,986.20,979.10,7.45,8.40,6.70,81.20,85.40,74.60,0.12,2.61,0.00,613.50,10210.00,0.00,0.00,0.10,0.00,0.40,7.70,0.00,
2016-04-11 01:00:00+02,0.56,2.40,0.00,1.44,3.50,0.10,2.28,4.90,0.30,204.38,291.00,73.00,253.71,336.00,168.00,228.12,359.00,0.00,8.63,10.20,7.00,987.05,987.70,986.10,8.83,10.40,7.00,79.75,84.30,72.40,0.00,0.02,0.00,16.96,400.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,
2016-04-12 01:00:00+02,0.35,2.30,0.00,0.97,3.40,0.10,1.56,4.10,0.30,165.75,359.00,0.00,210.38,347.00,1.00,228.88,359.00,0.00,11.19,14.00,9.20,984.94,987.00,983.30,11.57,15.80,9.40,73.19,81.10,57.30,0.04,0.11,0.00,277.92,780.00,0.00,0.00,1.10,0.00,0.40,1.10,0.00,
2016-04-13 01:00:00+02,0.58,5.10,0.00,1.63,7.30,0.10,2.63,10.90,0.40,213.38,359.00,0.00,244.46,359.00,0.00,216.12,359.00,0.00,14.24,20.40,7.90,980.78,983.60,977.40,14.65,21.20,7.80,57.55,83.30,30.90,0.00,0.11,0.00,33.04,780.00,0.00,0.00,0.00,0.00,0.05,1.10,0.00,
2016-04-14 01:00:00+02,0.59,3.90,0.00,1.71,5.20,0.10,2.77,9.00,0.30,238.54,358.00,1.00,271.62,359.00,0.00,182.21,359.00,0.00,10.61,13.90,8.60,978.61,983.60,976.00,10.81,14.50,8.60,72.12,81.70,58.10,0.23,0.70,0.00,1535.12,4550.00,0.00,0.03,2.50,0.00,0.91,2.70,0.00,
2016-04-15 01:00:00+02,0.63,3.40,0.00,1.81,6.00,0.10,2.93,8.20,0.20,198.58,359.00,0.00,237.21,355.00,0.00,231.83,359.00,0.00,11.45,16.80,8.00,983.65,986.00,981.60,11.93,18.60,8.10,60.36,81.90,35.80,0.08,1.95,0.00,459.50,7460.00,0.00,0.05,3.70,0.00,0.32,4.60,0.00,
2016-04-16 01:00:00+02,0.33,3.10,0.00,0.96,8.10,0.10,1.62,13.50,0.20,192.88,359.00,0.00,180.79,359.00,0.00,175.29,359.00,0.00,13.64,21.00,8.30,981.09,982.40,979.20,14.15,23.10,8.30,62.80,84.70,31.60,1.01,3.46,0.00,531.12,1700.00,0.00,0.14,39.90,0.00,11.76,39.90,0.00,
2016-04-17 01:00:00+02,0.71,5.00,0.00,2.10,8.20,0.10,3.50,15.50,0.40,217.25,359.00,0.00,216.54,359.00,0.00,184.71,359.00,0.00,15.65,23.30,7.60,980.66,985.80,977.40,16.01,24.00,7.50,57.62,85.10,29.90,0.31,3.57,0.00,473.50,5140.00,0.00,0.09,9.20,0.00,2.95,39.90,0.00,
2016-04-18 01:00:00+02,0.50,3.10,0.00,1.37,5.20,0.20,2.23,7.90,0.40,207.79,359.00,0.00,228.29,359.00,0.00,190.62,359.00,0.00,8.87,11.20,5.00,991.00,993.10,985.50,9.10,11.30,5.20,69.58,81.20,57.20,2.26,6.23,0.00,8594.58,10760.00,20.00,0.21,19.10,0.00,5.11,19.10,0.00,
2016-04-19 01:00:00+02,0.63,4.20,0.00,1.92,7.00,0.10,3.15,8.80,0.40,214.50,359.00,17.00,269.04,358.00,4.00,239.50,359.00,0.00,8.85,12.70,4.50,993.12,994.20,991.90,9.23,13.20,4.70,55.24,82.90,33.50,0.11,2.54,0.00,462.08,10760.00,0.00,0.00,2.20,0.00,0.27,4.90,0.00,
2016-04-20 01:00:00+02,0.91,4.00,0.00,3.05,7.50,0.40,5.15,11.70,0.80,221.21,311.00,60.00,277.88,347.00,155.00,258.04,359.00,0.00,8.43,12.20,4.70,996.79,999.80,993.30,8.77,12.90,4.90,51.07,65.20,36.90,0.01,0.10,0.00,60.75,280.00,0.00,0.00,0.60,0.00,0.35,2.40,0.00,
2016-04-21 01:00:00+02,0.67,3.90,0.00,1.97,6.10,0.10,3.21,9.50,0.30,210.62,357.00,1.00,261.00,359.00,0.00,235.79,359.00,0.00,9.54,15.80,3.60,996.65,999.90,990.30,10.07,16.40,4.10,48.13,69.90,24.90,0.00,0.02,0.00,5.08,120.00,0.00,0.00,0.00,0.00,0.03,0.60,0.00,
2016-04-22 01:00:00+02,0.68,3.80,0.00,2.25,7.90,0.20,3.88,12.80,0.50,220.08,359.00,0.00,219.79,359.00,0.00,179.29,359.00,0.00,10.22,15.50,3.30,987.73,990.30,986.50,10.71,16.20,4.00,45.34,74.80,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-04-23 01:00:00+02,0.37,2.70,0.00,1.19,5.50,0.10,2.05,8.20,0.30,216.83,358.00,0.00,188.67,359.00,0.00,144.04,359.00,0.00,10.65,16.50,4.60,980.74,986.70,975.70,11.26,17.70,4.90,43.78,64.70,23.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-04-24 01:00:00+02,0.59,3.00,0.00,1.93,5.00,0.40,3.27,9.90,0.90,225.12,359.00,0.00,273.04,359.00,2.00,181.92,359.00,0.00,6.17,10.30,4.30,979.03,980.60,975.50,6.43,10.50,4.60,64.12,76.80,46.90,0.39,0.58,0.00,5152.75,7470.00,0.00,0.02,2.10,0.00,1.30,2.10,0.00,
2016-04-25 01:00:00+02,0.57,3.40,0.00,1.69,5.80,0.10,2.77,8.80,0.30,218.12,351.00,0.00,265.92,359.00,0.00,211.79,359.00,0.00,5.27,8.30,3.00,980.37,981.20,979.80,5.81,9.40,3.80,57.15,70.20,36.00,0.03,0.58,0.00,361.54,7470.00,0.00,0.00,0.30,0.00,0.16,2.10,0.00,
2016-04-26 01:00:00+02,0.66,4.50,0.00,1.76,6.80,0.10,2.80,10.10,0.30,179.00,354.00,5.00,220.88,334.00,3.00,240.58,359.00,0.00,7.76,13.60,-0.30,978.76,981.00,976.70,8.65,14.60,1.70,46.67,78.40,23.70,0.00,0.01,0.00,7.62,180.00,0.00,0.00,0.00,0.00,0.01,0.30,0.00,
2016-04-27 01:00:00+02,0.58,3.80,0.00,1.59,4.90,0.10,2.54,7.00,0.30,180.38,359.00,1.00,221.79,359.00,14.00,226.83,359.00,0.00,5.49,8.70,3.40,981.81,986.00,978.20,5.72,8.80,3.90,75.11,80.70,42.20,4.64,10.42,0.00,15973.67,39670.00,0.00,0.41,6.70,0.00,5.43,7.20,0.00,
2016-04-28 01:00:00+02,0.73,4.80,0.00,2.15,6.80,0.20,3.50,8.80,0.40,202.25,347.00,3.00,256.04,346.00,7.00,245.67,359.00,0.00,7.60,13.10,2.20,989.30,992.60,985.70,8.26,14.20,3.20,53.98,79.80,28.50,0.45,10.42,0.00,1750.71,39670.00,0.00,0.00,0.10,0.00,0.33,7.20,0.00,
2016-04-29 01:00:00+02,0.46,3.80,0.00,1.46,6.30,0.10,2.52,8.90,0.30,164.12,359.00,0.00,141.38,359.00,0.00,166.42,359.00,0.00,9.54,14.20,3.50,994.06,995.10,992.50,10.27,15.60,4.00,52.83,80.00,29.70,0.00,0.03,0.00,23.29,550.00,0.00,0.00,0.00,0.00,0.01,0.20,0.00,
2016-04-30 01:00:00+02,0.55,3.90,0.00,1.78,5.60,0.10,3.03,7.60,0.30,156.50,359.00,0.00,126.96,359.00,0.00,148.54,358.00,0.00,10.38,15.20,5.90,993.42,994.20,992.40,10.91,16.30,5.80,62.80,76.60,42.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-01 01:00:00+02,0.65,3.90,0.00,1.91,4.60,0.30,3.21,7.10,0.80,149.71,359.00,0.00,58.08,358.00,3.00,113.38,295.00,29.00,11.33,16.50,7.00,993.42,994.20,992.70,11.73,17.10,6.90,66.56,82.70,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-02 01:00:00+02,0.71,4.70,0.00,1.90,5.90,0.10,3.09,8.30,0.30,205.50,359.00,0.00,78.96,359.00,0.00,90.04,359.00,1.00,12.79,16.60,9.60,993.02,994.90,990.20,13.21,17.50,9.80,59.56,70.50,47.40,0.09,0.14,0.00,221.62,410.00,0.00,0.01,2.50,0.00,2.01,3.00,0.00,
2016-05-03 01:00:00+02,0.68,4.50,0.00,2.07,6.90,0.10,3.49,10.30,0.40,190.25,359.00,0.00,77.50,359.00,0.00,118.25,357.00,0.00,14.35,19.30,10.70,987.13,990.20,984.50,14.81,20.10,10.60,60.08,77.40,33.60,0.01,0.14,0.00,17.38,410.00,0.00,0.00,0.00,0.00,0.13,3.00,0.00,
2016-05-04 01:00:00+02,0.64,4.20,0.00,1.87,7.80,0.20,3.11,11.70,0.40,213.91,359.00,0.00,244.39,359.00,0.00,208.78,359.00,0.00,13.34,20.20,8.80,991.56,996.80,987.30,13.89,21.80,8.90,63.80,82.80,30.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-05 01:00:00+02,0.72,3.70,0.00,2.15,7.10,0.20,3.47,9.60,0.60,205.78,357.00,7.00,258.30,354.00,9.00,243.43,359.00,0.00,12.80,16.60,9.70,996.68,998.20,995.20,13.17,17.30,9.80,70.79,81.00,55.30,1.66,5.28,0.00,814.00,2670.00,0.00,0.23,35.30,0.00,16.13,38.20,0.00,
2016-05-06 01:00:00+02,0.50,3.80,0.00,1.38,5.50,0.20,2.29,8.70,0.40,207.04,359.00,0.00,187.91,359.00,0.00,160.43,359.00,0.00,14.42,20.70,7.10,993.63,995.60,991.40,15.03,22.50,7.00,55.01,85.80,22.90,0.24,5.28,0.00,127.78,2670.00,0.00,0.00,0.10,0.00,1.72,38.20,0.00,
2016-05-07 01:00:00+02,0.63,4.20,0.00,2.10,7.80,0.10,3.64,12.30,0.30,157.22,359.00,0.00,117.35,354.00,0.00,163.04,356.00,1.00,13.87,18.10,7.10,991.79,992.70,991.10,14.39,19.30,7.00,52.38,81.80,31.40,0.00,0.01,0.00,1.35,30.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,
2016-05-08 01:00:00+02,0.63,3.90,0.00,1.94,5.30,0.20,3.23,7.90,0.60,127.96,359.00,0.00,70.17,356.00,2.00,125.61,298.00,39.00,13.55,17.00,11.50,992.49,993.50,991.50,13.98,18.40,11.70,67.55,79.60,53.00,2.99,6.31,0.00,1274.83,2690.00,0.00,0.27,53.40,0.00,26.67,56.00,0.00,
2016-05-09 01:00:00+02,0.53,3.50,0.00,1.61,5.40,0.10,2.71,8.30,0.20,151.91,359.00,0.00,94.74,359.00,0.00,137.61,359.00,2.00,12.75,17.90,9.40,993.79,995.00,993.00,13.16,19.30,9.60,69.72,85.10,47.80,0.46,6.31,0.00,1484.22,2690.00,0.00,0.01,1.40,0.00,3.22,56.00,0.00,
2016-05-10 01:00:00+02,0.58,4.40,0.00,1.95,5.70,0.10,3.36,9.50,0.30,130.74,359.00,0.00,108.70,357.00,1.00,150.70,359.00,4.00,15.08,22.00,8.60,990.97,993.80,987.90,15.65,23.00,8.60,58.03,85.30,28.10,0.02,0.35,0.00,122.96,2660.00,0.00,0.00,0.00,0.00,0.06,1.40,0.00,
2016-05-11 01:00:00+02,0.50,3.30,0.00,1.54,6.30,0.10,2.60,8.70,0.30,158.22,359.00,0.00,154.30,359.00,0.00,171.83,359.00,0.00,16.58,22.90,9.30,985.50,988.10,982.00,17.35,24.30,9.40,52.22,79.20,31.80,0.00,0.00,0.00,0.43,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-12 01:00:00+02,0.67,4.80,0.00,2.27,7.00,0.10,3.97,10.90,0.20,139.09,359.00,0.00,92.04,359.00,0.00,137.65,358.00,0.00,17.74,22.80,10.80,977.32,982.00,972.00,18.32,23.70,10.70,50.11,76.70,30.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-13 01:00:00+02,0.75,4.20,0.00,2.44,6.50,0.30,4.12,10.10,0.80,142.96,359.00,0.00,129.26,357.00,22.00,162.26,359.00,0.00,14.88,18.30,12.70,969.15,972.00,968.20,15.17,19.30,12.80,68.53,84.70,53.30,1.32,12.52,0.00,2999.78,19090.00,0.00,0.47,24.70,0.00,4.41,26.30,0.00,
